movie_title,color,director_name,actor_2_name,gross,genres,actor_1_name,movie_imdb_link,language,country,budget,title_year,movie_facebook_likes
Chicken Little ,Color,Mark Dindal,Fred Willard,135381507,Adventure|Animation|Comedy|Family|Sci-Fi,Catherine O'Hara,http://www.imdb.com/title/tt0371606/?ref_=fn_tt_tt_1,English,USA,150000000,2005,912
Gone Girl ,Color,David Fincher,Sela Ward,167735396,Crime|Drama|Mystery|Thriller,Patrick Fugit,http://www.imdb.com/title/tt2267998/?ref_=fn_tt_tt_1,English,USA,61000000,2014,146000
The Bourne Identity ,Color,Doug Liman,Josh Hamilton,121468960,Action|Mystery|Thriller,Matt Damon,http://www.imdb.com/title/tt0258463/?ref_=fn_tt_tt_1,English,USA,60000000,2002,0
GoldenEye ,Color,Martin Campbell,Joe Don Baker,106635996,Action|Adventure|Thriller,Izabella Scorupco,http://www.imdb.com/title/tt0113189/?ref_=fn_tt_tt_1,English,UK,58000000,1995,0
The General's Daughter ,Color,Simon West,Timothy Hutton,102678089,Drama|Mystery|Thriller,Daniel von Bargen,http://www.imdb.com/title/tt0144214/?ref_=fn_tt_tt_1,English,USA,95000000,1999,885
The Truman Show ,Color,Peter Weir,Noah Emmerich,125603360,Comedy|Drama|Sci-Fi,Natascha McElhone,http://www.imdb.com/title/tt0120382/?ref_=fn_tt_tt_1,English,USA,60000000,1998,18000
The Prince of Egypt ,Color,Brenda Chapman,Aria Noelle Curzon,101217900,Adventure|Animation|Biography|Drama|Family|Fantasy|Musical,Martin Short,http://www.imdb.com/title/tt0120794/?ref_=fn_tt_tt_1,English,USA,70000000,1998,0
Daddy Day Care ,Color,Steve Carr,Lisa Edelstein,104148781,Comedy|Family,Anjelica Huston,http://www.imdb.com/title/tt0317303/?ref_=fn_tt_tt_1,English,USA,60000000,2003,886
2 Guns ,Color,Baltasar Kormákur,Patrick Fischler,75573300,Action|Comedy|Crime|Drama|Thriller,Denzel Washington,http://www.imdb.com/title/tt1272878/?ref_=fn_tt_tt_1,English,USA,61000000,2013,22000
Cats & Dogs ,Color,Lawrence Guterman,Elizabeth Perkins,93375151,Action|Comedy|Family|Fantasy,Carol Ann Susi,http://www.imdb.com/title/tt0239395/?ref_=fn_tt_tt_1,English,USA,60000000,2001,0
The Italian Job ,Color,F. Gary Gray,Charlize Theron,106126012,Action|Crime|Thriller,Jason Statham,http://www.imdb.com/title/tt0317740/?ref_=fn_tt_tt_1,English,USA,60000000,2003,0
Two Weeks Notice ,Color,Marc Lawrence,Alicia Witt,93307796,Comedy|Romance,Dorian Missick,http://www.imdb.com/title/tt0313737/?ref_=fn_tt_tt_1,English,USA,60000000,2002,0
Antz ,Color,Eric Darnell,Woody Allen,90646554,Adventure|Animation|Comedy|Family,Sylvester Stallone,http://www.imdb.com/title/tt0120587/?ref_=fn_tt_tt_1,English,USA,105000000,1998,0
Couples Retreat ,Color,Peter Billingsley,Kristin Davis,109176215,Comedy,Jon Favreau,http://www.imdb.com/title/tt1078940/?ref_=fn_tt_tt_1,English,USA,60000000,2009,0
Days of Thunder ,Color,Tony Scott,Robert Duvall,82670733,Action|Drama|Sport,Tom Cruise,http://www.imdb.com/title/tt0099371/?ref_=fn_tt_tt_1,English,USA,60000000,1990,0
Cheaper by the Dozen 2 ,Color,Adam Shankman,Tom Welling,82569532,Adventure|Comedy|Family,Taylor Lautner,http://www.imdb.com/title/tt0452598/?ref_=fn_tt_tt_1,English,USA,60000000,2005,781
The Scorch Trials ,Color,Wes Ball,Lili Taylor,81687587,Action|Sci-Fi|Thriller,Ki Hong Lee,http://www.imdb.com/title/tt4046784/?ref_=fn_tt_tt_1,English,USA,61000000,2015,24000
Eat Pray Love ,Color,Ryan Murphy,Julia Roberts,80574010,Drama|Romance,James Franco,http://www.imdb.com/title/tt0879870/?ref_=fn_tt_tt_1,English,USA,60000000,2010,26000
The Family Man ,Color,Brett Ratner,Don Cheadle,75764085,Comedy|Drama|Fantasy|Romance,Nicolas Cage,http://www.imdb.com/title/tt0218967/?ref_=fn_tt_tt_1,English,USA,60000000,2000,0
RED ,Color,Robert Schwentke,Morgan Freeman,90356857,Action|Comedy|Crime|Thriller,Bruce Willis,http://www.imdb.com/title/tt1245526/?ref_=fn_tt_tt_1,English,USA,58000000,2010,32000
Any Given Sunday ,Color,Oliver Stone,Dennis Quaid,75530832,Drama|Sport,Al Pacino,http://www.imdb.com/title/tt0146838/?ref_=fn_tt_tt_1,English,USA,55000000,1999,0
The Horse Whisperer ,Color,Robert Redford,Kristin Scott Thomas,75370763,Drama|Romance|Western,Scarlett Johansson,http://www.imdb.com/title/tt0119314/?ref_=fn_tt_tt_1,English,USA,60000000,1998,0
Collateral ,Color,Michael Mann,Jada Pinkett Smith,100003492,Crime|Drama|Thriller,Tom Cruise,http://www.imdb.com/title/tt0369339/?ref_=fn_tt_tt_1,English,USA,65000000,2004,0
The Scorpion King ,Color,Chuck Russell,Roger Rees,90341670,Action|Adventure|Fantasy|Thriller,Dwayne Johnson,http://www.imdb.com/title/tt0277296/?ref_=fn_tt_tt_1,English,USA,60000000,2002,0
Ladder 49 ,Color,Jay Russell,Jay Hernandez,74540762,Action|Drama|Thriller,Billy Burke,http://www.imdb.com/title/tt0349710/?ref_=fn_tt_tt_1,English,USA,55000000,2004,0
Jack Reacher ,Color,Christopher McQuarrie,Robert Duvall,80033643,Action|Crime|Mystery|Thriller,Tom Cruise,http://www.imdb.com/title/tt0790724/?ref_=fn_tt_tt_1,English,USA,60000000,2012,38000
Deep Blue Sea ,Color,Renny Harlin,Michael Rapaport,73648142,Action|Sci-Fi|Thriller,LL Cool J,http://www.imdb.com/title/tt0149261/?ref_=fn_tt_tt_1,English,USA,60000000,1999,0
This Is It ,Color,Kenny Ortega,Mekia Cox,71844424,Documentary|Music,Misha Gabriel Hamilton,http://www.imdb.com/title/tt1477715/?ref_=fn_tt_tt_1,English,USA,60000000,2009,0
Contagion ,Color,Steven Soderbergh,Monique Gabriela Curnen,75638743,Drama|Thriller,Matt Damon,http://www.imdb.com/title/tt1598778/?ref_=fn_tt_tt_1,English,USA,60000000,2011,42000
Kangaroo Jack ,Color,David McNally,Dyan Cannon,66734992,Action|Adventure|Comedy|Crime,Estella Warren,http://www.imdb.com/title/tt0257568/?ref_=fn_tt_tt_1,English,USA,60000000,2003,858
Coraline , Black and White,Henry Selick,Dawn French,75280058,Animation|Family|Fantasy,Jennifer Saunders,http://www.imdb.com/title/tt0327597/?ref_=fn_tt_tt_1,English,USA,60000000,2009,10000
The Happening ,Color,M. Night Shyamalan,Alan Ruck,64505912,Sci-Fi|Thriller,Zooey Deschanel,http://www.imdb.com/title/tt0949731/?ref_=fn_tt_tt_1,English,USA,48000000,2008,6000
Man on Fire ,Color,Tony Scott,Radha Mitchell,77862546,Action|Crime|Drama|Thriller,Denzel Washington,http://www.imdb.com/title/tt0328107/?ref_=fn_tt_tt_1,English,USA,70000000,2004,14000
The Shaggy Dog ,Color,Brian Robbins,Joel David Moore,61112916,Comedy|Family|Fantasy,Robert Downey Jr.,http://www.imdb.com/title/tt0393735/?ref_=fn_tt_tt_1,English,USA,50000000,2006,747
Starsky & Hutch ,Color,Todd Phillips,Carmen Electra,88200225,Comedy|Crime,Snoop Dogg,http://www.imdb.com/title/tt0335438/?ref_=fn_tt_tt_1,English,USA,60000000,2004,0
Jingle All the Way ,Color,Brian Levant,Harvey Korman,60573641,Comedy|Family,Jim Belushi,http://www.imdb.com/title/tt0116705/?ref_=fn_tt_tt_1,English,USA,60000000,1996,0
Hellboy ,Color,Guillermo del Toro,Rupert Evans,59035104,Action|Fantasy|Horror|Sci-Fi,James Babson,http://www.imdb.com/title/tt0167190/?ref_=fn_tt_tt_1,English,USA,66000000,2004,0
A Civil Action ,Color,Steven Zaillian,Kathleen Quinlan,56702901,Drama,Robert Duvall,http://www.imdb.com/title/tt0120633/?ref_=fn_tt_tt_1,English,USA,60000000,1998,1000
ParaNorman ,Color,Chris Butler,Kodi Smit-McPhee,55994557,Adventure|Animation|Comedy|Family|Fantasy,Anna Kendrick,http://www.imdb.com/title/tt1623288/?ref_=fn_tt_tt_1,English,USA,60000000,2012,12000
The Jackal ,Color,Michael Caton-Jones,Bruce Willis,54910560,Action|Adventure|Crime|Thriller,J.K. Simmons,http://www.imdb.com/title/tt0119395/?ref_=fn_tt_tt_1,English,USA,60000000,1997,0
Paycheck ,Color,John Woo,Joe Morton,53789313,Action|Mystery|Sci-Fi|Thriller,Ivana Milicevic,http://www.imdb.com/title/tt0338337/?ref_=fn_tt_tt_1,English,USA,60000000,2003,0
Up Close & Personal ,Color,Jon Avnet,Stockard Channing,51045801,Drama|Romance,Joe Mantegna,http://www.imdb.com/title/tt0118055/?ref_=fn_tt_tt_1,English,USA,60000000,1996,829
The Tale of Despereaux ,Color,Sam Fell,Matthew Broderick,50818750,Adventure|Animation|Comedy|Family|Fantasy,Emma Watson,http://www.imdb.com/title/tt0420238/?ref_=fn_tt_tt_1,English,UK,60000000,2008,0
Rules of Engagement             ,Color,,Oliver Hudson,,Comedy|Romance,Bianca Kajlich,http://www.imdb.com/title/tt0790772/?ref_=fn_tt_tt_1,English,USA,,,0
The Tuxedo ,Color,Kevin Donovan,Debi Mazar,50189179,Action|Comedy|Sci-Fi,Romany Malco,http://www.imdb.com/title/tt0290095/?ref_=fn_tt_tt_1,English,USA,60000000,2002,797
Under Siege 2: Dark Territory ,Color,Geoff Murphy,Brenda Bakke,50024083,Action|Thriller,Peter Greene,http://www.imdb.com/title/tt0114781/?ref_=fn_tt_tt_1,English,USA,60000000,1995,1000
Jack Ryan: Shadow Recruit ,Color,Kenneth Branagh,Nonso Anozie,50549107,Action|Drama|Thriller,Colm Feore,http://www.imdb.com/title/tt1205537/?ref_=fn_tt_tt_1,English,USA,60000000,2014,17000
Joy ,Color,David O. Russell,Robert De Niro,56443482,Biography|Comedy|Drama,Jennifer Lawrence,http://www.imdb.com/title/tt2446980/?ref_=fn_tt_tt_1,English,USA,60000000,2015,24000
London Has Fallen ,Color,Babak Najafi,Radha Mitchell,62401264,Action|Crime|Drama|Thriller,Gerard Butler,http://www.imdb.com/title/tt3300542/?ref_=fn_tt_tt_1,English,UK,60000000,2016,28000
Alien: Resurrection ,Color,Jean-Pierre Jeunet,Michael Wincott,47748610,Action|Horror|Sci-Fi,Gary Dourdan,http://www.imdb.com/title/tt0118583/?ref_=fn_tt_tt_1,English,USA,75000000,1997,0
Shooter ,Color,Antoine Fuqua,Ned Beatty,46975183,Action|Crime|Drama|Mystery|Thriller,Tate Donovan,http://www.imdb.com/title/tt0822854/?ref_=fn_tt_tt_1,English,USA,61000000,2007,0
The Boxtrolls ,Color,Graham Annable,Dee Bradley Baker,50807639,Adventure|Animation|Comedy|Family|Fantasy,Isaac Hempstead Wright,http://www.imdb.com/title/tt0787474/?ref_=fn_tt_tt_1,English,USA,60000000,2014,11000
Practical Magic ,Color,Griffin Dunne,Dianne Wiest,46611204,Comedy|Drama|Fantasy|Romance,Goran Visnjic,http://www.imdb.com/title/tt0120791/?ref_=fn_tt_tt_1,English,USA,48000000,1998,0
The Lego Movie ,Color,Phil Lord,Will Ferrell,257756197,Action|Adventure|Animation|Comedy|Family|Fantasy,Morgan Freeman,http://www.imdb.com/title/tt1490017/?ref_=fn_tt_tt_1,English,Australia,60000000,2014,64000
Miss Congeniality 2: Armed and Fabulous ,Color,John Pasquin,Diedrich Bader,48472213,Action|Comedy|Crime,Eileen Brennan,http://www.imdb.com/title/tt0385307/?ref_=fn_tt_tt_1,English,USA,45000000,2005,621
Reign of Fire ,Color,Rob Bowman,Gerard Butler,43060566,Action|Adventure|Fantasy|Sci-Fi|Thriller,Christian Bale,http://www.imdb.com/title/tt0253556/?ref_=fn_tt_tt_1,English,USA,60000000,2002,0
Gangster Squad ,Color,Ruben Fleischer,Brandon Molale,45996718,Action|Crime|Drama|Thriller,Ryan Gosling,http://www.imdb.com/title/tt1321870/?ref_=fn_tt_tt_1,English,USA,60000000,2013,40000
Year One ,Color,Harold Ramis,Oliver Platt,43337279,Adventure|Comedy,Olivia Wilde,http://www.imdb.com/title/tt1045778/?ref_=fn_tt_tt_1,English,USA,60000000,2009,0
Invictus ,Color,Clint Eastwood,Morgan Freeman,37479778,Biography|Drama|History|Sport,Matt Damon,http://www.imdb.com/title/tt1057500/?ref_=fn_tt_tt_1,English,USA,60000000,2009,23000
State of Play ,Color,Kevin Macdonald,Harry Lennix,36965395,Crime|Drama|Mystery|Thriller,Robin Wright,http://www.imdb.com/title/tt0473705/?ref_=fn_tt_tt_1,English,USA,,2009,0
Duplicity ,Color,Tony Gilroy,Tom Wilkinson,40559930,Comedy|Crime|Romance|Thriller,Julia Roberts,http://www.imdb.com/title/tt1135487/?ref_=fn_tt_tt_1,English,USA,60000000,2009,0
My Favorite Martian ,Color,Donald Petrie,Ray Walston,36830057,Comedy|Family|Sci-Fi,Steven Anthony Lawrence,http://www.imdb.com/title/tt0120764/?ref_=fn_tt_tt_1,English,USA,65000000,1999,448
The Sentinel ,Color,Clark Johnson,David Rasche,36279230,Action|Crime|Thriller,Blair Brown,http://www.imdb.com/title/tt0443632/?ref_=fn_tt_tt_1,English,USA,60000000,2006,690
Planet 51 ,Color,Jorge Blanco,Gary Oldman,42194060,Adventure|Animation|Comedy|Family|Sci-Fi,Dwayne Johnson,http://www.imdb.com/title/tt0762125/?ref_=fn_tt_tt_1,English,Spain,70000000,2009,0
Star Trek: Nemesis ,Color,Stuart Baird,LeVar Burton,43119879,Action|Adventure|Sci-Fi|Thriller,Tom Hardy,http://www.imdb.com/title/tt0253754/?ref_=fn_tt_tt_1,English,USA,60000000,2002,0
Intolerable Cruelty ,Color,Joel Coen,Paul Adelstein,35096190,Comedy|Crime|Romance,Cedric the Entertainer,http://www.imdb.com/title/tt0138524/?ref_=fn_tt_tt_1,English,USA,60000000,2003,0
Trouble with the Curve ,Color,Robert Lorenz,Ed Lauter,35754555,Drama|Sport,Clint Eastwood,http://www.imdb.com/title/tt2083383/?ref_=fn_tt_tt_1,English,USA,,2012,11000
Edge of Darkness ,Color,Martin Campbell,Ray Winstone,43290977,Crime|Drama|Mystery|Thriller,Bojana Novakovic,http://www.imdb.com/title/tt1226273/?ref_=fn_tt_tt_1,English,UK,80000000,2010,0
The Relic ,Color,Peter Hyams,Penelope Ann Miller,33927476,Horror|Mystery|Sci-Fi|Thriller,John Kapelos,http://www.imdb.com/title/tt0120004/?ref_=fn_tt_tt_1,English,UK,40000000,1997,956
Analyze That ,Color,Harold Ramis,Cathy Moriarty,32122249,Comedy|Crime,Robert De Niro,http://www.imdb.com/title/tt0289848/?ref_=fn_tt_tt_1,English,USA,60000000,2002,846
Righteous Kill ,Color,Jon Avnet,Al Pacino,40076438,Action|Crime|Drama|Mystery|Thriller,Robert De Niro,http://www.imdb.com/title/tt1034331/?ref_=fn_tt_tt_1,English,USA,60000000,2008,0
Mercury Rising ,Color,Harold Becker,Miko Hughes,32940507,Action|Crime|Drama|Thriller,Bruce Willis,http://www.imdb.com/title/tt0120749/?ref_=fn_tt_tt_1,English,USA,60000000,1998,0
The Soloist ,Color,Joe Wright,Stephen Root,31670931,Biography|Drama|Music,Robert Downey Jr.,http://www.imdb.com/title/tt0821642/?ref_=fn_tt_tt_1,English,UK,60000000,2009,0
The Legend of Bagger Vance ,Color,Robert Redford,Will Smith,30695227,Drama|Fantasy|Sport,Matt Damon,http://www.imdb.com/title/tt0146984/?ref_=fn_tt_tt_1,English,USA,60000000,2000,0
Almost Famous ,Color,Cameron Crowe,Zooey Deschanel,32522352,Adventure|Comedy|Drama|Music,Philip Seymour Hoffman,http://www.imdb.com/title/tt0181875/?ref_=fn_tt_tt_1,English,USA,60000000,2000,15000
Garfield 2 ,Color,Tim Hill,Roger Rees,28424210,Animation|Comedy|Family|Fantasy,Bill Murray,http://www.imdb.com/title/tt0455499/?ref_=fn_tt_tt_1,English,UK,,2006,470
xXx: State of the Union ,Color,Lee Tamahori,Nona Gaye,26082914,Action|Adventure|Crime|Thriller,Sunny Mabrey,http://www.imdb.com/title/tt0329774/?ref_=fn_tt_tt_1,English,USA,87000000,2005,0
Priest ,Color,Scott Stewart,Alan Dale,29136626,Action|Fantasy|Horror|Sci-Fi|Thriller,Josh Wingate,http://www.imdb.com/title/tt0822847/?ref_=fn_tt_tt_1,English,USA,60000000,2011,20000
Sinbad: Legend of the Seven Seas ,Color,Patrick Gilmore,Adriano Giannini,26288320,Adventure|Animation|Comedy|Drama|Family|Fantasy|Romance,Brad Pitt,http://www.imdb.com/title/tt0165982/?ref_=fn_tt_tt_1,English,USA,60000000,2003,880
Event Horizon ,Color,Paul W.S. Anderson,Joely Richardson,26616590,Horror|Sci-Fi|Thriller,Sean Pertwee,http://www.imdb.com/title/tt0119081/?ref_=fn_tt_tt_1,English,UK,60000000,1997,10000
The Avengers ,Color,Joss Whedon,Robert Downey Jr.,623279547,Action|Adventure|Sci-Fi,Chris Hemsworth,http://www.imdb.com/title/tt0848228/?ref_=fn_tt_tt_1,English,USA,220000000,2012,123000
Dragonfly ,Color,Tom Shadyac,Susanna Thompson,30063805,Drama|Fantasy|Mystery|Romance|Thriller,Joe Morton,http://www.imdb.com/title/tt0259288/?ref_=fn_tt_tt_1,English,USA,60000000,2002,0
The Black Dahlia ,Color,Brian De Palma,Mia Kirshner,22518325,Crime|Drama|Mystery|Thriller,Scarlett Johansson,http://www.imdb.com/title/tt0387877/?ref_=fn_tt_tt_1,English,Germany,50000000,2006,0
Flyboys , Black and White,Tony Bill,Tyler Labine,13082288,Action|Adventure|Drama|History|Romance|War,James Franco,http://www.imdb.com/title/tt0454824/?ref_=fn_tt_tt_1,English,UK,60000000,2006,2000
The Last Castle ,Color,Rod Lurie,Delroy Lindo,18208078,Action|Drama|Thriller,Clifton Collins Jr.,http://www.imdb.com/title/tt0272020/?ref_=fn_tt_tt_1,English,USA,60000000,2001,0
Supernova ,Color,Walter Hill,Wilson Cruz,14218868,Horror|Sci-Fi|Thriller,Robert Forster,http://www.imdb.com/title/tt0134983/?ref_=fn_tt_tt_1,English,USA,65000000,2000,589
Winter's Tale ,Color,Akiva Goldsman,William Hurt,22451,Drama|Fantasy|Mystery|Romance,Matt Bomer,http://www.imdb.com/title/tt1837709/?ref_=fn_tt_tt_1,English,USA,60000000,2014,17000
The Mortal Instruments: City of Bones ,Color,Harald Zwart,Kevin Zegers,31165421,Fantasy|Horror|Mystery|Romance,Aidan Turner,http://www.imdb.com/title/tt1538403/?ref_=fn_tt_tt_1,English,USA,60000000,2013,44000
Meet Dave ,Color,Brian Robbins,Mike O'Malley,11802056,Adventure|Comedy|Family|Romance|Sci-Fi,Marc Blucas,http://www.imdb.com/title/tt0765476/?ref_=fn_tt_tt_1,English,USA,60000000,2008,791
Dark Water ,Color,Walter Salles,Camryn Manheim,25472967,Drama|Horror|Thriller,Dougray Scott,http://www.imdb.com/title/tt0382628/?ref_=fn_tt_tt_1,English,USA,30000000,2005,0
Edtv ,Color,Ron Howard,Adam Goldberg,22362500,Comedy|Drama,Matthew McConaughey,http://www.imdb.com/title/tt0131369/?ref_=fn_tt_tt_1,English,USA,55000000,1999,641
Inkheart ,Color,Iain Softley,Stephen Graham,17281832,Adventure|Family|Fantasy,Brendan Fraser,http://www.imdb.com/title/tt0494238/?ref_=fn_tt_tt_1,English,Germany,60000000,2008,0
The Spirit ,Color,Frank Miller,Jaime King,19781879,Action|Crime|Fantasy|Thriller,Scarlett Johansson,http://www.imdb.com/title/tt0831887/?ref_=fn_tt_tt_1,English,USA,60000000,2008,2000
Mortdecai ,Color,David Koepp,Olivia Munn,7605668,Action|Comedy|Mystery|Romance,Johnny Depp,http://www.imdb.com/title/tt3045616/?ref_=fn_tt_tt_1,English,UK,60000000,2015,12000
In the Name of the King: A Dungeon Siege Tale ,Color,Uwe Boll,Mike Dopud,4535117,Action|Adventure|Fantasy|Thriller,Jason Statham,http://www.imdb.com/title/tt0460780/?ref_=fn_tt_tt_1,English,Germany,60000000,2007,0
Beyond Borders ,Color,Martin Campbell,Teri Polo,4426297,Adventure|Drama|Romance|War,Angelina Jolie Pitt,http://www.imdb.com/title/tt0294357/?ref_=fn_tt_tt_1,English,USA,35000000,2003,0
Xi you ji zhi: Sun Wukong san da Baigu Jing ,Color,Pou-Soi Cheang,Aaron Kwok,,Action|Adventure|Fantasy,Li Gong,http://www.imdb.com/title/tt4591310/?ref_=fn_tt_tt_1,English,China,68005000,2016,426
The Great Raid , Black and White,John Dahl,Clayne Crawford,10166502,Action|Drama|War,James Franco,http://www.imdb.com/title/tt0326905/?ref_=fn_tt_tt_1,Filipino,USA,80000000,2005,0
Deadpool ,Color,Tim Miller,Ed Skrein,363024263,Action|Adventure|Comedy|Romance|Sci-Fi,Ryan Reynolds,http://www.imdb.com/title/tt1431045/?ref_=fn_tt_tt_1,English,USA,58000000,2016,117000
Holy Man ,Color,Stephen Herek,Morgan Fairchild,12065985,Comedy|Drama,Kelly Preston,http://www.imdb.com/title/tt0120701/?ref_=fn_tt_tt_1,English,USA,60000000,1998,296
American Sniper ,Color,Clint Eastwood,Leonard Roberts,350123553,Action|Biography|Drama|History|Thriller|War,Bradley Cooper,http://www.imdb.com/title/tt2179136/?ref_=fn_tt_tt_1,English,USA,58800000,2014,112000
Goosebumps ,Color,Rob Letterman,Dylan Minnette,80021740,Adventure|Comedy|Family|Fantasy|Horror,Odeya Rush,http://www.imdb.com/title/tt1051904/?ref_=fn_tt_tt_1,English,USA,58000000,2015,35000
"Sabrina, the Teenage Witch             ",Color,,Soleil Moon Frye,,Comedy|Family|Fantasy,Nate Richert,http://www.imdb.com/title/tt0115341/?ref_=fn_tt_tt_1,English,USA,3000000,,990
Just Like Heaven ,Color,Mark Waters,Ivana Milicevic,48291624,Comedy|Fantasy|Romance,Jon Heder,http://www.imdb.com/title/tt0425123/?ref_=fn_tt_tt_1,English,USA,58000000,2005,0
The Flintstones in Viva Rock Vegas ,Color,Brian Levant,Mark Addy,35231365,Comedy|Family|Romance|Sci-Fi,Taylor Negron,http://www.imdb.com/title/tt0158622/?ref_=fn_tt_tt_1,English,USA,60000000,2000,500
Rambo III ,Color,Peter MacDonald,Kurtwood Smith,53715611,Action|Adventure|Thriller|War,Sylvester Stallone,http://www.imdb.com/title/tt0095956/?ref_=fn_tt_tt_1,English,USA,63000000,1988,2000
Leatherheads ,Color,George Clooney,Malcolm Goodwin,31199215,Comedy|Drama|Romance|Sport,Robert Baker,http://www.imdb.com/title/tt0379865/?ref_=fn_tt_tt_1,English,USA,58000000,2008,472
The Ridiculous 6 ,Color,Frank Coraci,Adam Sandler,,Comedy|Western,Taylor Lautner,http://www.imdb.com/title/tt2479478/?ref_=fn_tt_tt_1,English,USA,,2015,0
Did You Hear About the Morgans? ,Color,Marc Lawrence,Kim Shaw,29580087,Comedy|Drama|Romance,Michael Kelly,http://www.imdb.com/title/tt1314228/?ref_=fn_tt_tt_1,English,USA,58000000,2009,0
The Internship ,Color,Shawn Levy,Jessica Szohr,44665963,Comedy,Josh Gad,http://www.imdb.com/title/tt2234155/?ref_=fn_tt_tt_1,English,USA,58000000,2013,22000
Resident Evil: Afterlife ,Color,Paul W.S. Anderson,Boris Kodjoe,60128566,Action|Adventure|Horror|Sci-Fi,Milla Jovovich,http://www.imdb.com/title/tt1220634/?ref_=fn_tt_tt_1,English,Germany,60000000,2010,19000
Red Tails ,Color,Anthony Hemingway,Nate Parker,49875589,Action|Adventure|Drama|History|War,David Oyelowo,http://www.imdb.com/title/tt0485985/?ref_=fn_tt_tt_1,English,USA,58000000,2012,0
Sex and the City             ,Color,,Kristin Davis,,Comedy|Romance,Chris Noth,http://www.imdb.com/title/tt0159206/?ref_=fn_tt_tt_1,English,USA,,,0
The Devil's Advocate ,Color,Taylor Hackford,Al Pacino,60984028,Drama|Mystery|Thriller,Keanu Reeves,http://www.imdb.com/title/tt0118971/?ref_=fn_tt_tt_1,English,USA,57000000,1997,11000
That's My Boy ,Color,Sean Anders,Leighton Meester,36931089,Comedy,Adam Sandler,http://www.imdb.com/title/tt1232200/?ref_=fn_tt_tt_1,English,USA,70000000,2012,12000
DragonHeart ,Color,Rob Cohen,Brian Thompson,51317350,Action|Adventure|Fantasy,Dennis Quaid,http://www.imdb.com/title/tt0116136/?ref_=fn_tt_tt_1,English,USA,57000000,1996,0
After the Sunset ,Color,Brett Ratner,Don Cheadle,28328132,Action|Comedy|Crime|Drama,Salma Hayek,http://www.imdb.com/title/tt0367479/?ref_=fn_tt_tt_1,English,USA,58000000,2004,782
Ghost Rider: Spirit of Vengeance ,Color,Mark Neveldine,Spencer Wilding,51774002,Action|Fantasy|Thriller,Nicolas Cage,http://www.imdb.com/title/tt1071875/?ref_=fn_tt_tt_1,English,USA,57000000,2011,18000
Captain Corelli's Mandolin ,Color,John Madden,Irene Papas,25528495,Drama|Music|Romance|War,Christian Bale,http://www.imdb.com/title/tt0238112/?ref_=fn_tt_tt_1,English,UK,57000000,2001,0
Anger Management             ,Color,,Noureen DeWulf,,Comedy|Romance,Barry Corbin,http://www.imdb.com/title/tt1986770/?ref_=fn_tt_tt_1,English,USA,,,0
The Pacifier ,Color,Adam Shankman,Brad Garrett,113006880,Action|Comedy|Drama|Family|Thriller,Vin Diesel,http://www.imdb.com/title/tt0395699/?ref_=fn_tt_tt_1,English,Canada,56000000,2005,0
Walking Tall ,Color,Kevin Bray,Ashley Scott,45860039,Action|Crime,Dwayne Johnson,http://www.imdb.com/title/tt0351977/?ref_=fn_tt_tt_1,English,USA,56000000,2004,0
Forrest Gump , Black and White,Robert Zemeckis,Siobhan Fallon Hogan,329691196,Comedy|Drama,Tom Hanks,http://www.imdb.com/title/tt0109830/?ref_=fn_tt_tt_1,English,USA,55000000,1994,59000
Alvin and the Chipmunks ,Color,Tim Hill,Beth Riesgraf,217326336,Animation|Comedy|Family|Fantasy|Music,Jesse McCartney,http://www.imdb.com/title/tt0952640/?ref_=fn_tt_tt_1,English,USA,60000000,2007,0
Meet the Parents ,Color,Jay Roach,Blythe Danner,166225040,Comedy,Robert De Niro,http://www.imdb.com/title/tt0212338/?ref_=fn_tt_tt_1,English,USA,55000000,2000,0
Pocahontas ,Color,Mike Gabriel,Frank Welker,141600000,Adventure|Animation|Drama|Family|History|Musical|Romance,Christian Bale,http://www.imdb.com/title/tt0114148/?ref_=fn_tt_tt_1,English,USA,55000000,1995,0
Superman ,Color,Richard Donner,Margot Kidder,134218018,Action|Adventure|Drama|Romance|Sci-Fi,Marlon Brando,http://www.imdb.com/title/tt0078346/?ref_=fn_tt_tt_1,English,USA,55000000,1978,0
The Nutty Professor ,Color,Tom Shadyac,James Coburn,128769345,Comedy|Romance|Sci-Fi,Jada Pinkett Smith,http://www.imdb.com/title/tt0117218/?ref_=fn_tt_tt_1,English,USA,54000000,1996,960
Hitch ,Color,Andy Tennant,Michael Rapaport,177575142,Comedy|Romance,Will Smith,http://www.imdb.com/title/tt0386588/?ref_=fn_tt_tt_1,English,USA,70000000,2005,0
George of the Jungle ,Color,Sam Weisman,Abraham Benrubi,105263257,Action|Adventure|Comedy|Family|Romance,Brendan Fraser,http://www.imdb.com/title/tt0119190/?ref_=fn_tt_tt_1,English,USA,55000000,1997,5000
American Wedding ,Color,Jesse Dylan,Thomas Ian Nicholas,104354205,Comedy|Romance,Alyson Hannigan,http://www.imdb.com/title/tt0328828/?ref_=fn_tt_tt_1,English,USA,55000000,2003,0
Captain Phillips ,Color,Paul Greengrass,Chris Mulkey,107100855,Biography|Drama|Thriller,Tom Hanks,http://www.imdb.com/title/tt1535109/?ref_=fn_tt_tt_1,English,USA,55000000,2013,65000
